WigleWifi-1.4,appRelease=2.25,model=GT-N7100,release=4.4.2,device=t03g,display=Android Revolution HD 31.0 by mike1986,board=smdk4x12,brand=samsung,,,
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
fc:15:b4:aa:de:5a,HP-Print-5A-Officejet Pro 8610,[WPA2-PSK-CCMP][ESS],03/11/2017 22:48:54,6,-90,32.25313266,34.9222297,73.04868677,24,WIFI
14:ae:db:cb:dd:bd,Michal,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],03/11/2017 22:48:54,1,-92,32.25313266,34.9222297,73.04868677,24,WIFI
b0:48:7a:a0:89:ea,EILATYMBR,[WPS][WEP][ESS],03/11/2017 22:49:06,1,-67,32.25313266,34.9222297,73.27066827,12,WIFI
fc:15:b4:aa:de:5a,HP-Print-5A-Officejet Pro 8610,[WPA2-PSK-CCMP][ESS],03/11/2017 22:49:06,6,-85,32.25313266,34.9222297,73.27066827,12,WIFI
e0:ce:c3:8c:cb:b2,mife,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],03/11/2017 22:49:06,6,-82,32.25313266,34.9222297,73.27066827,12,WIFI
40:65:a3:25:20:38,Wider,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 22:49:06,11,-84,32.25313266,34.9222297,73.27066827,12,WIFI
14:ae:db:cb:dd:bd,Michal,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],03/11/2017 22:49:06,1,-85,32.25313266,34.9222297,73.27066827,12,WIFI
14:ae:db:3c:73:4d,bachar2.4_5,[WPA2-PSK-CCMP][ESS],03/11/2017 22:49:09,48,-91,32.25313266,34.9222297,73.38559026,8,WIFI
b8:55:10:25:bb:14,DVD2,[WPA-PSK-CCMP][ESS],03/11/2017 22:49:12,11,-82,32.25313266,34.9222297,73.54458991,8,WIFI
7c:d1:c3:cd:52:42,HP's Network,[WPA2-PSK-CCMP][ESS],03/11/2017 22:49:18,1,-96,32.25313266,34.9222297,73.46299982,12,WIFI
42502_22851_5610693,GOLAN T,UNKNOWN;il,03/11/2017 22:49:21,0,-83,32.25313266,34.9222297,73.54571696,12,GSM
fa:8f:ca:78:e5:94,,[ESS],03/11/2017 22:49:24,1,-93,32.25313266,34.9222297,73.77800918,16,WIFI
b8:55:10:25:bb:14,DVD2,[WPA-PSK-CCMP][ESS],03/11/2017 22:49:28,11,-76,32.25313266,34.9222297,73.77711045,16,WIFI
fa:8f:ca:78:e5:94,,[ESS],03/11/2017 22:49:30,1,-87,32.25313266,34.9222297,73.76743679,24,WIFI
7c:d1:c3:cd:52:42,HP's Network,[WPA2-PSK-CCMP][ESS],03/11/2017 22:49:30,1,-88,32.25313266,34.9222297,73.76743679,24,WIFI
b8:55:10:25:bb:14,DVD2,[WPA-PSK-CCMP][ESS],03/11/2017 22:49:36,11,-68,32.25313266,34.9222297,73.26829228,16,WIFI
